Users,Comments,Labels
Zainab Farooqi,"If Imran Khan sides doesnít implement FATF, February will mark Pakistanís blacklisting. If he acts, he will have toÖ https://t.co/3js1NfiVBx",Neutral
Zohaib Anser,All the visible flags belong to jamiat,Neutral
??? ??? ????????,"Pakistani politicians when NAB starts closing in on them...?? https://t.co/EM9UlzW5H4
#PakistanRejectsPDM",Sarcastic
????? ??? ?????,"RT @Ahmad_sayss: #MaryamNawaz wants to go to #England 
#PakistanRejectsPDM",Sarcastic
????? ????,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
????? ????,"If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
?????? (?????),"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
?????? ????,Esko plz koi aik seat hi de dy,Sarcastic
?????? ????? ?????,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
???IVF,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
@bdul_$@m@D_Ebr@him ??,"Abhinandan calls Fazlur Rehman and hung up saying, ""don't go to Rawalpindi"", sources said. 

#PDM 
#pdmjalsa",Sarcastic
@bdul_$@m@D_Ebr@him ??,"Abhinandan calls Fazlur Rehman and hung up saying, ""don't go to Rawalpindi"", sources said. 

#PDM 
#pdmjalsa",Sarcastic
Aamir Bhai,Going to biloo rani house fro eat biryani because of you're sister gonna marry soon may and June.,Sarcastic
Aamir Roy,Has this joker ever given his sweat much less blood for his area much less his country?,Sarcastic
Aamir Shahzad Hashmi,Hahahahaha tarikhi jalsa HUM LAHORIYON KO SUB PATA HAI BIBI GHAR JA KE APNAY GRANDKIDS SAMBHAL,Sarcastic
Abdul Hadi,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Abdur Rahman,Haahhaah he is too funny,Sarcastic
Abdur Rahman Tajakzai,Door tk koi ho ga to nazr aie GA na,Sarcastic
Abid Javed,RT @imvaishalisingh: I'm laughing like crazy ???? https://t.co/Xbyg0pheMH,Sarcastic
Abu Talha Salarzai,"Give molvi some halva, he will forget everything",Sarcastic
Adnan Akhter,11 parties mila k ek ground nhi bhar saky ....,Sarcastic
Aftab Ahmed,Ajjao may tumari kulfi garam qar lou,Sarcastic
Aftab Saeed,"https://t.co/4uRzlbIbWJ
Long live PMLN's short lived ""Revolution!"" LMAO!",Sarcastic
Aftab Saeed,"https://t.co/skeJlTjAf9
Must watch : PMLN again screwed by the English language, LMAO!",Sarcastic
Ahmad Ayaz,"#MaryamNawaz wants to go to #England 
#PakistanRejectsPDM https://t.co/brp7kQ8Wii",Sarcastic
Ahmad Hassan,RT @DrZAQ11: #PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
Ahmed Khan,"How?One can ask these so called democrats,are you believe in it or something else?If they force the government to go,what they will do in future?",Sarcastic
Aiza Fakhar,He wastes own important time in the PDM.,Sarcastic
Ajab Khan,Andhi hakomt dikho awam,Sarcastic
Ameer Ali Khan,9 parties ka hajoom,Sarcastic
Ameer HamZa,Dhunadaar khitaab karte karte bechari nani khud dhuan ban k urr jaiegi??????,Sarcastic
Anil Kumar Gupta,Hahahah,Sarcastic
Anil Kumar Gupta,Hahahahaha loser,Sarcastic
Aqif Soomro,If it wouldn't be in favour of @ImranKhanPTI it might happened for opposition #PDM Twitter team would be celebratinÖ https://t.co/gXsLBg6Vdu,Sarcastic
Archive Pakistan,"Sheikh Rasheed totally focused on Maulana Fazal ur Rehman
https://t.co/GlTTqYHv35

#SheikhRasheed 
#PMImranKhanÖ https://t.co/RAGQBNL4E6",Sarcastic
Archive Pakistan,"Sheikh Rasheed totally focused on Maulana Fazal ur Rehman
https://t.co/GlTTqYpTEv

#SheikhRasheed 
#PMImranKhanÖ https://t.co/f35BT18qk8",Sarcastic
Archive Pakistan,"Maulana Fazal ur Rehman wants Papa John's Pizza with Tea
https://t.co/esfVm0PU5J

#FazalurRehman 
#PDMRallyMalakand 
#PDM 
#PapaJohnPizza",Sarcastic
Aremarx,"@ETLifeandStyle @etribune @ImranKhanPTI is asking NRO from #atifaslam 

Atif Aslm decided to join PDM.

#PDMlogic #PDM",Sarcastic
Arif Hussain,Are we supposed to laugh at his joke or just ignore it ?,Sarcastic
Arif Hussain,Common countrymen are unable to understand whether you are the divine or the devil. But we think you are the latter.,Sarcastic
Armman Khan,Hahahahaha choro ka dalal Dezali tabah de,Sarcastic
Arshad Kazmi,"After leaving Bungalow No. 22, this madman's brain has stopped working. For the last two years, this madman has been sniffing like this.",Sarcastic
Asad Khan,Aik bnday k hath me 2 flag thay,Sarcastic
Asghar Samejo,"RT @HullioSikandar: If #PDM comes to #Rawalpindi, we'll offer them tea. - DG ISPR 

You eat Papa Jones Pizza yourself and make us drink onlÖ",Sarcastic
Ashfaq Khan,RT @zaaraZAK: To whom it may concern! ! #PDM #PDMJalsa ??? Ooops!!! https://t.co/W89I5vc3pt,Sarcastic
Ashir Baig,hahahaha,Sarcastic
Awais Ahmed Tunio pyo??,"RT @Pak_Destiny: PDM is done and dusted, Nawaz to chill out in London https://t.co/cqMeTtvQFF 

#????_????_???? #AskSelectors #DGISPR #PDMRÖ",Sarcastic
Awais Ahmed Tunio pyo??,"RT @NajdaDar: Yes, I have tried ISPRís tea and ìit was fantasticî - hey donít get me wrong I was there for an internship but #mulana wouldÖ",Sarcastic
Awais Ahmed Tunio pyo??,"RT @NajdaDar: Yes, I have tried ISPRís tea and ìit was fantasticî - hey donít get me wrong I was there for an internship but #mulana wouldÖ",Sarcastic
Awais Ali,RT @DrZAQ11: #PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
azmir rasani,RT @DrZAQ11: #PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
Baig Tamoor Mirza,Hahhaa... Joker Bilawal,Sarcastic
chor?? ??? ????,Every day they are going home after duty so what?,Sarcastic
Deepak Joshi,Bubbloo ab ghar jao,Sarcastic
Deer of TFP ??,"RT @agentjay2009: So where does the PDM stand after the Epic Failure of Lahore Jalsa? 

Back to something they have tried and failed at: FoÖ",Sarcastic
Dil Awaiz Khan,This #StudentsWantOnlineExams trend is being supported by all nalayaq #Patwari s of #PMLN. As civilized students tÖ https://t.co/cR2jkGCAZO,Sarcastic
Dil Awaiz Khan,This #StudentsWantOnlineExams trend is being supported by all nalayaq #Patwari s of #PMLN. As civilized students tÖ https://t.co/cR2jkGCAZO,Sarcastic
Ehsaan Qadri,"Is #PakistanArmy's sudden offer of tea to #PDM members an act of aid to the civilian leadership? ?? @OfficialDGISPR

https://t.co/5ubLKquQ6s",Sarcastic
empathetic kn,RT @zaaraZAK: To whom it may concern! ! #PDM #PDMJalsa ??? Ooops!!! https://t.co/W89I5vc3pt,Sarcastic
Engr Aziz Al Bakistani,He wants halwa,Sarcastic
Engr. Asif Farman,@iamowaisnoorani @MaryamNSharif Malakand people missed the brave daughter of brave leader today in #PDMJalsa,Sarcastic
Eshaan Ansari,hahahha,Sarcastic
Fahad Ahmed,"Do He Even Know The Meaning Of ""Jihad"" His Focus Is Just To Get Access To The Chair Of Power By Any Means.",Sarcastic
Faizullah Fragh Pmln,How can anyone take this clown seriously ?,Sarcastic
Farrukh Shamim,couple of days in lock up he will be rebooted,Sarcastic
Fayaz Khan,"Definitely something is common between them. One studied from London, and other is fugitive in London",Sarcastic
Fuaad Munawar,Hahahahahaha,Sarcastic
Ghayas Ali Hashmi,Hahahaha khisyani billi khamba nochay,Sarcastic
GhazalaBaji,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Hafeez Tanoli,"RT @NajdaDar: Yes, I have tried ISPRís tea and ìit was fantasticî - hey donít get me wrong I was there for an internship but #mulana wouldÖ",Sarcastic
Hamid Khan,Aba bachwoo Nani 420,Sarcastic
Hamza Aki,Cut Cut.. Take 2!,Sarcastic
Haris Samad,Aap yaqeen maano adhy se ziyada awaam mriam jano ko daikhne aei h bleave me,Sarcastic
HELL ??,#ViratKohli announced to join #PDM bcz uska sath bhi Dhandli Hogyi Hai ?????? https://t.co/4iIq0VyrXP,Sarcastic
Hidayat Ullah,lol,Sarcastic
Hina Sheikh Kinariwala,RT @DilAwai92620210: This #StudentsWantOnlineExams trend is being supported by all nalayaq #Patwari s of #PMLN. As civilized students theyÖ,Sarcastic
Hina Sheikh Kinariwala,RT @DilAwai92620210: This #StudentsWantOnlineExams trend is being supported by all nalayaq #Patwari s of #PMLN. As civilized students theyÖ,Sarcastic
Hina Tahir,"COMPETANCE,HONESTY AND DETERMINATION ARE THE REAL PILLARS OF SUCCESS,BILLY THE KID IS NOTHING BUT A TIK TOK VERSION OF REAL POLITICS LONG AND HARD WAY TO GO FOR THIS CRYING BABY..!!!",Sarcastic
Huma Jahanzeb,"250K votes to Khan sb ko without even asking he par gaye, and then they say he is SELECTED 

#ImranKhan #iccpollÖ https://t.co/ERmNXoPzIr",Sarcastic
Ibrahim Ahmad Ibi,haha uwaaaam,Sarcastic
Ihsan Khan,Hahahhaha.. funny lady,Sarcastic
Imran Javed,In this picture lion is truly representing N league present situation,Sarcastic
Imran Khan,Anyway.. menu bhut acha tha??,Sarcastic
Inayat Hussain Iktou,Aur Sub Chor ikhatay ho gaye. ??????,Sarcastic
Inside Pakistan With Muhammad Zafeer,"RT @INSIDEPAKISTAN2: Watch Tonight 10:05 PM On K21 News
Repeat at 11:05 AM
#PPP
#PTI
#PDM
#Government
#K21News
#InsidePakistanwithMuhammadZÖ",Sarcastic
Jamal Shah,Why is this lion in the pic crying instead of roaring??,Sarcastic
Jamal Shah,Why is this lion in the pic crying instead of roaring??,Sarcastic
Jameel Khan,Dawn news enjoing more this than opposition looters,Sarcastic
javed usmani,@AmbreenPTI1 @OfficialAjan You think pmln is good at governance...?????? is it good governance to destroy the economy.Ö https://t.co/rhxEbSjvdj,Sarcastic
Jibran Yousuf Khan,Hahahahaha ??,Sarcastic
Junaid Tipu,Hahaahhahahahah not only software also the BIOS has been updated permanently,Sarcastic
Kalid Khan,How ij your papa now,Sarcastic
Kamran Khan,Eye test kra lo kurciyan nazar aajaein gee.,Sarcastic
kashif randhawa,"RT @AmirZia1: #PDM stands confused, divided... one group of leaders say that their prime target is Prime Minister @ImranKhanPTI, while theÖ",Sarcastic
Kasim Faridi,Geedar shareef wapis aaein and phr apko container PTI k supporter khud dilwaeinge Islamabad jalsay k liye,Sarcastic
Kasim Faridi,Hhhhhh Rothy rhooo Baboo ny kuch Kya hi nhi is ly y hal hyyy,Sarcastic
Khairuddin Shadani,"He forgot to mention ""please"" at the end",Sarcastic
Khalid Saeed,"Can someone edit the video and add public shouting ""NRO, NRO, NRO"" in the background so Mian Sb's speech makes more sense",Sarcastic
Khan Ehtesham,Agar her jalsa kamyab aur packed hota hai aur inke paas awami taqat hai to yeh Astifay kyun nahi de rahay? Lolll,Sarcastic
Khawar Afroze Rana,Hahahaaaaaaaaaa,Sarcastic
Komail Alii,Aaj PDM ka janaza malakand mein adaa kiya gaya...Tadfeen ka ailaan baad mein kiya jaye ga,Sarcastic
Libra Chaudhry,Aur main gul khan ko chahti ha,Sarcastic
M Rehan,"His father brought down a major political party down to its knees, the sun will make sure to bury it deep in the ground.",Sarcastic
M Tahir Saeed,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Maaz Ul Haq,Ahahahah ahahahah ahahahah ahahahah ahahahah ahahahah,Sarcastic
Mahmed Ravat,Haha. All the previous govts were real democracy which u were part of ??,Sarcastic
Mansoor Behrani,"disqualified ex PM, mujey q nikala",Sarcastic
Marium,RT @zaaraZAK: To whom it may concern! ! #PDM #PDMJalsa ??? Ooops!!! https://t.co/W89I5vc3pt,Sarcastic
Marium Khan,government will have to come on the same stage?? is it new style of begging and whining?? why didn't you perform item song for sheikh rasheed in order to promote Abbu bachao campaign?,Sarcastic
MASK,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Mian Imran,bol bhi kon raha haai,Sarcastic
Mir Ali,Bilawal again ready to turn his father from Zardar to Bajwa,Sarcastic
Mohammed Ameen,Flop ho giya kia? Haha ha haha..,Sarcastic
Mr Andreson,@HamidMirPAK #PDM failure k baad Phapaa kuttni anchor Mir wanker ki new bullshit ????keep it coming ??,Sarcastic
Muhammad Ahsan,RT @DrZAQ11: #PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
Muhammad Ali Munir,"Sun lia #PTI 
#PDM will eat you https://t.co/S8yCvr9s1O",Sarcastic
Muhammad Asim Abbasi,Apni qulfi hi Jama lain thi kha Tu laitey,Sarcastic
Muhammad Aslam ????,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Muhammad Ebne Muhammad Ali,Even chattur is laughing over him,Sarcastic
Muhammad Khawaja,"RT @LiaquatIVF: Pakistani politicians when NAB starts closing in on them...?? https://t.co/ESKzDHhqKZ
#PakistanRejectsPDM",Sarcastic
Muhammad Najeeb,Historic sketch with central committee of QWP in the presence of chairmain (Milee rehbar) and my oriental jamil maÖ https://t.co/5Eeghluq5F,Sarcastic
Muhammad Saqib,His time is coming to eat daal. Chawal,Sarcastic
Muhammad Zauq,100 logon k jalsay se imran khan ki hakumat nhi jaye gi chorni.,Sarcastic
Mushtaq Malik,Grapes are sour Maulana Tandoor,Sarcastic
Muzaffar Najib,Abbo bachao mariyam,Sarcastic
N Ahmed,"If #PDM comes to Rawalpindi, we'll offer them tea: DG ISPR - https://t.co/1CQo6tKnJe https://t.co/jUMlGCtYYj",Sarcastic
N?S ?????IVF?????,"RT @nomii646: If #PDM comes to Rawalpindi, we'll offer them tea: @OfficialDGISPR 

#???????_?????_??????_????? https://t.co/lvaH0L9mHo",Sarcastic
Nabeel IndHar,"RT @HullioSikandar: If #PDM comes to #Rawalpindi, we'll offer them tea. - DG ISPR 

You eat Papa Jones Pizza yourself and make us drink onlÖ",Sarcastic
Naeem-ul-hasnat (??? ???? ???),"RT @iam_roha: Okay !!! Don't be Jealous #PDM 
#PakistanShocksIndia #CongratsPMIK #EmergingPakistanWithPMIK https://t.co/WEJUGgmAyC",Sarcastic
Naeemullah Silachi Baloch,#????_????_???? if zalalat had a face???????????????? #WhatsAppheadquarters #PAFsTeaWasFantastic #moulanaÖ https://t.co/IMcgJPeNqs,Sarcastic
Naeemullah Silachi Baloch,#????_????_???? if zalalat had a face???????????????? #WhatsAppheadquarters #PAFsTeaWasFantastic #moulanaÖ https://t.co/IMcgJPeNqs,Sarcastic
Najar Sahil,hahahaha,Sarcastic
Nasar Minallah,Hahahaha kia tamasha hai good,Sarcastic
Nav33D,BJP to join PDM in this rigging against @ICC #PDM #iccPoll #imrankhanPTI https://t.co/RkkA2H1Jtk,Sarcastic
Naveed Riaz,RT @DrZAQ11: #PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
Nazir Khan,dance naahi kiyaa billo ne,Sarcastic
Nazish Zaman,"What happened to this lion,,it looks constipated,,",Sarcastic
Nazish Zaman,"What happened to this lion,,it looks constipated,,",Sarcastic
Nida Niazi,Covid 18 hahahahahaha,Sarcastic
Nimra Badar,Come on (Chai pani) is waiting for you in GHQ,Sarcastic
noor aawan,"Hahahaha????????. The time &amp; luck is utterly &amp; rightly going against #PMLN, #PDM along wiv theirÖ https://t.co/0EUUUmAIc1",Sarcastic
Omar Shahid,11 party hhhh,Sarcastic
Omer Khan,@MaryamNSharif Your daddy also played very smart. Each page of #pmln books have #osmabinladin name ??,Sarcastic
Omran Bakhsh,Dawn is lol,Sarcastic
PakArmy,"RT @NajdaDar: Yes, I have tried ISPRís tea and ìit was fantasticî - hey donít get me wrong I was there for an internship but #mulana wouldÖ",Sarcastic
PakArmy,"RT @NajdaDar: Yes, I have tried ISPRís tea and ìit was fantasticî - hey donít get me wrong I was there for an internship but #mulana wouldÖ",Sarcastic
Pervaiz Ahmed Ma'ad,11 parties ne mill k jalsa ghr bharrr dya hai .....hahahaahahah had hai .....,Sarcastic
Professor Dr. ZAQ,#PDM was Looking Cool Till ....... https://t.co/6rEEXGw3V6,Sarcastic
PTI Rwp Official,"RT @LiaquatIVF: Pakistani politicians when NAB starts closing in on them...?? https://t.co/ESKzDHhqKZ
#PakistanRejectsPDM",Sarcastic
Pushpendra Khandelwal,door tak log nazar ni aa rahe...??????,Sarcastic
Qamar Farid,"Lion, in the picture. Ahahahahahahahahah",Sarcastic
Qamar Farid,"Lion, in the picture. Ahahahahahahahahah",Sarcastic
R o h a J a v e d ????,"Okay !!! Don't be Jealous #PDM 
#PakistanShocksIndia #CongratsPMIK #EmergingPakistanWithPMIK https://t.co/WEJUGgmAyC",Sarcastic
RabRaakha,What happened to #PDM @MaryamNSharif what happened to the Aar ya Paar thing . we are missing all those comedy enterÖ https://t.co/zhy26E0sTt,Sarcastic
Rahim Asif,hahahaha yar ksmy sy agr tm logo ny kch kia hota Pakistan ky lye tou aj hmre yeh halat na hoty,Sarcastic
R„i T„yy„b Sh?hz?d,Abu bachao sary chor hn,Sarcastic
Raja Khushal Khan,A new Muk muka to save the status quo,Sarcastic
Rizwan Akmal Malik,5 saal barhi taraqqi de k gaye he ppp gov bus Pakistan apne pero pe kharha hi honey Wala thaa inki hakoomat chali gayee in k doar me doodh ki nehre baha karti theee,Sarcastic
Rizwan Elahi,Aloo 200/= dozen,Sarcastic
Rizwan Khan Baba,Haha,Sarcastic
Rohan R S Sunshine,Agar Imran khan maryam se shadi karly sab mamly set ho jay,Sarcastic
Rohan R S Sunshine,Hahaha shermindgi ni hori 6 logo se khitab krty,Sarcastic
Rubab Saleem,Funkar,Sarcastic
Saad Farooq,"@DanMir24432407 @FactFocusFF Lol, ok... why did PMLN carry the 14 year sham then??

hahahahaha",Sarcastic
Saad Rasheed,Anay do 2023 ko sindh b haat sa jaya ga khusray,Sarcastic
