User,comment
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal beagert
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal dala
Nadeem Choudhry,Dezal gandi nasal
Nadeem Choudhry,Dezal gandi nasal
Nadeem Choudhry,Dezal gandi nasal da kuta
Nadeem Choudhry,Dezal gando
Nadeem Choudhry,Dezal halqa ho gia j
Nadeem Choudhry,Dezal hrami
Nadeem Choudhry,Dezal hrami gandi nasal
Nadeem Choudhry,Dezal kanjar
Nadeem Choudhry,Dezal kuta
Nadeem Choudhry,Dezal kuta
Rakhmt Ali,Dezal lanaty Nawaz Sharif ki koty
Nadeem Choudhry,Dezal teare nasal ty lanat
Fazal Khan,Dezel and qatri nani
Wasi Tanha Ws,Diesal dalal murda baad
Khushal Khattak,Diesel
Syed Asad Kazmi,Diesel and larky ka dance.
Suhail Malik,Diesel Choor
Syed Asad Kazmi,Diesel choor
Syed Asad Kazmi,Diesel go
Syed Asad Kazmi,Diesel ka nanga dance.
Tariq Mahmood,"Diesel khud govt se baher hai, iss liye chal posi kar rah hai, tumbko kuch b nei milay ga, inshaAllah."
Younas Khan,Diesel sab tum NY arbon kherbon kahan sy kamaya tumhara koie karobar nhine aor tum 10 sal tak Kashmir cumeti ka sarbra rahy tum ny Kashmir ko modi k hath mine becha hy diesel tum RAW Israele Agent how sharam kro  Indian yahodeon k Agent
Amir Muaviya Bin Sufian,"DIESEL SHORA KAJAR, DALLA MADARCHOOD, GANDO DIESEL"
Farid Khan,Diesel taba da
Sher Ali Khan,Dizali munapiq murdabad
Muhammad Akbar,Dogs
Syed Asad Kazmi,Dont say kashmir now traitor.
Mufti Fayaz Ali Haqqani,Emame enkelab
Bashir Ahmed,emran kota
Jibran Ali Ali,Es country ka Sab say bara KUTA
Salim Mayari,Excellent
Sufi Abdul Karim Ali,Fasadi mullah
Qamar Abbas CH,Fazlo bagharat جھوٹا
Muhammad Irshad,Fazloow apna hisaab daaay
Jani Jani,Fzlo lanti
Jibran Ali Ali,Gaaando
Muhammad Noman,Gadhy k khuwab me ghass
Ahmad Arain,Gado
Faisal Khan,Gando
Touseef Ýoūsāfżaī,Gando molana
Javed Cheema,Gandooopp
Faizan Ullah Faizan,Geo
Nasrullah Khan Noonari,Geo
Farid Khan,Geo Khan geo pti
Farid Khan,Geo Khan geo pti geo Pakistan
Abdulrehman Khattak,Geo molana
Jamil Mughal,Geo molana sb
Ihsan Ullah,Geo mulana...
Zafar Ch,Geo tum
Ayaan Gillani,Gg
Naeem Khan,Gharebon ko diharhi bhi diya karo molana
Sayed Ali Raza Shah,GO dalal Khan go
Syed Asad Kazmi,Go diesel go
Syed Asad Kazmi,Go diesel go
Syed Asad Kazmi,Go diesel go
Fazal Subhan,Go imran Go
Ghulam Jilani Ghulam Jilani,Go Imran go
Naseem Anp,go imran go
AD Dhakku,Go Imran go
Imran Khan,Go naizi Go
Abu Aafia,Go Nazi go
Nizam Ullah,Go Neyazi Go
Akhtar Zaman,Go niazi go
Kandan,Go niazi go
Muhammad Bin Mushtaq,Go niazi go
Karamat Ali,Go niazi go niazi go
Hazrat Gull Hazrat Gull,Go niazi gogo
Yasir Jovinda,Go niyazi go
Kareem Khan,Go niyzi kotta go
Kareem Khan,Go niyzi kotta go
Hamza Bangash,Go nizam go
Alihyder Shah Sayed,Go PDM Go
Alihyder Shah Sayed,Go pdm go
Deen Mohammad Attari Bangulzai,God molana sb
Ata Ur Rehman Bk,Goo goo goo
Ilam Nawaz Sherani,GOOD
Shah Jee,Good
Ahmad Ali,Good
Gulam Abbas,Good
Muhammad Safdar Ali,Good
Ihsan Ullah,Good
ضیاء الرحمان ضیاء الرحمان,Good
Malik Fazal Dehwar,Good
Shahnawaz Khan,Good
Kareem Khan,Good
Tariq Walayat,Good
Habib Hb,Good
Zafar Ullah,Good
Ghulam Shabbir Shabbir,Good
Habib Hb,Good
Aslam Khan,Good
Mohammad Khan Mohammad Khan,Good
Muhammad Pir,Good     مریم نواز
Prince Waheed,good  m
Gulam Abbas,Good for you
Ahmad Ali,Good I with you
Abubakar Sadeeq,Good mola na sb
Qari Raees Muhammad,Good molana
Hazrat Hussain,Good mulana
Jalal Khan,Good mulana
Fazli Wahid Fazli Wahid,Good pdm
Dawlat Khan Papni Swat,Good sheroo
Agha Ghazi,Gooo nayzee goo
M Asif Sahib,Goooooood
Ilam Nawaz Sherani,Great
Ziaurehman Marwat,Great
Siddique Ahmad,Great
Imran Khan,Great
Jêhãň Åli Mųšăkhĕęl,Great
Tariq Walayat,Great
Ghulam Khan,Great
Syedali Syedali,Great
Naveed Ahmad,Great
Ghulam Khan,Great jui
Islam Uddin Islam Uddin,great leader
Zakir Durrani,Great leader
Muhib Khan,Great leader
Amir Khan,Great ledar
Jawad Ali,Great molana zenda baad
Ghulam Khan,Great molnaa
Asmat Ullah,great monlana sayeb
Mamoor Raiyan,Great Mulana
Asmat Butt,Great mulna shb god bless you always
Rizwan Khan Baba,Haha
Armman Khan,Hahahahaha choro ka dalal Dezali tabah de
Shahzar Khan,Hahahahahahahahahahahahahahahehehehehehehehehehehehehehehehehehehehehe
Fazal Khan,Haram khoro ka sardar
Ahsan Chaudhary,Harami choor kuta choor
Ahsan Chaudhary,Harami polvi
Hassan Shaikh,haramiyon ka channel jo in choron ko promote karta hai ye chor khud foriegn funding le rahe hain kitne salon se inka bhi hisab hona chahiye chor daku lootere  hain sab k sab ALLAH TALA in sab par apna sakht azab nazil kare inhe naist o naboot kare amee…
Afaq Ahmad,Hero of the Pakistan molna
Wajahat Rahim,I support khan
Gul Zameen Khan,Iiiiiiiiiiiiiiiii  jui
Hamid Khan K Khan,IMRAN KHAN
Hamid Khan K Khan,IMRAN KHAN
Raj Sangal,Imran Khan xindabad
Hamid Khan K Khan,IMRAN KHAN ZINDABAD
Syed Asad Kazmi,Imran niazy sab per bhary.
Syed Asad Kazmi,Imran niazy zindabad.
Mohammad Mehboob Ayan Ali,In shaa ALLAH....
Abo Adnan Faroqi,"In.Sa,b-ki.shaklen.dakho."
Dildar Shah,India igant gadar desal
Merza Nasar,Insha Allah
Hasan Kh An,Inshallah
Arshad Niazi,Is Ki Kya okat molana ki
Abdul Rashid Wani,Iss zalil fazurrehman ko Kashmir ana chaya iss ki gand me goli bar do ga
Muhammad Sarfraz,Jaa laanatt tery marny tak
Yasir Rajpoot Rajpoot,Jab se tum ne dhrne deay han zamendar zlli  ho rhy han
Fazli Wahid Fazli Wahid,Jeo jui jeo maolana
Rafiq Ahmed Zaur,jeo molana
Mohammad Iftikhar Ahmed,Jhoot
Shahid Ali,jhoot hai
Shabana Mirza,Jhooto kabi tu sach bolo
Umar Satti,Jhooton ka tola..  Thugs
Dildar Shah,Jhota gadar
Asim Afridi,Jin jin ki behny D Chowk gye thy ab un k han  taqriban dair sal k bachy hain
Asim Afridi,Jis jis ny mulana k bary me ghalat bayani ki wo apni walda mukhtrma sy apny khqiqat k bary me puch ly
Muhammad Naeem,Joote
Zabeeh Zabeeh,Jui
Agha Ghazi,Jui ham tumara sat haa
Gul Zameen Khan,Jui ko salaaaaaaaaaaaaam
Kareem Khan,Jui zandbad
Ghulam Khan,Jui zindbad
Ghulam Khan,Jui zindbad
Afzal Awan,Jutha molve
Jamshed Jamshed,Kanjer muli
Syed Asad Kazmi,Kashmir ka dakku diesel.
Qaisar Warraich,Kashmir per siasat na kar fazloo kuttey
Waqar Younas,Kena gawl khwra
Qaisar Warraich,Khan aaj chooron ki awaz aa rahi hay
Qaisar Warraich,Khan zindabad
Irfan Khan,Khatme is k ghadru k yaar fazal Rehman ghadar fazal ghadar
Irfan Khan,Khatme nabowat k ghadru k yaar fazal Rehman ghadar
Sajid Khan,Kina tezana
Naeem Khan,Kiray par lana bande molana
Aman Ullah Khan,Kisi may dam he to Kar k dikhaye
Saleh Rahman,kjanzaeer
Tariq Walayat,Kokeen khan ki gaand maro
Maqsood Bacha,Koni Gando KUTA  Harami
Prince Mughal Mughal,Kuch nhi hoga desail
Sufi Abdul Karim Ali,Kuch shram hoti haye kuch heyah hoti haye jo in may ni
Jamshed Jamshed,Kursey ki bachai
Syed Shahzad Ali,Kuta
Saleh Khan,Kutta bhonk raha hai
Muhammad Iqbal,kutta disal
Imran Sagger,Kuttay  کا  بچہ
Munawar Iqbal,Kuttayy
Javaid Nawab,Kuya
Ahmed Saeed,Kya wada chor molvi ve tu
Rizwan Butt,Lakh di lanat tere tey..diesel
Syed Asad Kazmi,Lalach bikao mullah
Md Faisal,LAn at barway diesel
Aziz Khan,Lanat
Sajid Nagari,Lanat
Aghaasad Ali,LANAT
Qaisar Warraich,Lanat
Afzal Awan,Lanat
Shaheen Zahid,Lanat  tery sayasat  pay
Syed Asad Kazmi,Lanat diesel
Chaudhary Akram,Lanat f
Qaisar Warraich,Lanat fazloo lanat
Nasir Ali Khan,Lanat ha tum per our tumharey hanadan per chor lotero
Dildar Shah,Lanat ho jui par
Nadeem Rana,Lanat ho Mulana tum per chor
Mutahar Rizvi,Lanat ho tm pr
Amir Khan,Lanat ho tom pr 100⁰0000000000
Amir Khan,Lanat ho tom pr 2233300⁰00000⁰00
Muhammad Ghulam,Lanat ho tum per
Nadeem Rana,Lanat ho tum per chor
عزیز کابلی دلسوز,Lanat man
Karamat Ali,Lanat pti pur
Shaheen Zahid,Lanat tum pay  fazlu
Waheed Ahmed,Lanat tum per our is kuti per
Syedqumar Abbas,Lanat tum sab par
Qayyum Khan,Lanat.ho.tumhari.zat.per
Gul Wahab,Lanati choor
Ilyas Gujjar,Lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati lanati
Manzoor Ali,land hi dega imran Khan in sab ko
Saif Urehman,Land.hoga
Sardar Tauqeer,Lanit
Muhammad Abid Mughal,Lannat
Umair Javed Kambo,Lant ha chor pe
Nadir Bin M Ali,Lant PDM pr sab chor or diesel waqeel choro ka
Mkioottrtwmsvcjthbr Hruru Uejaugwfmurjbhduhc,Lante.  Mala
Chaudhry Shahid,lanti
Naseer Khan,Lanti
Asif Muhammad,Lanti choor Milan
Zaheer Ahmed Dar,LANTI CHORRRRRRRRRR GHADAR  ZALEEL LOGON KA TOLA.
Ch Zia,Lanti insan dhari ke roop main sheitan ha yeh insan
Ch Wasim,Lanti insan hai yar ye in begerton ko aesi baty karty b shram nai ati kis mu se ye bat kar lety hain sath wo choi b khari hai chwal chooor lanti
Mohammed Hamid,Lanti lorg...pakistan dakoo movement
Arslan Khan YOusaf Zai,Lantiii or lantan.
Mohammad Iqbal,LantiPti
Shahid Hussain,Last hope Imran Khan
Mian Adil,Like
Hidayat Ullah,lol
Muhammad Hasnat,Lota
Akbar Khan Yousafzai,Love you
Akbar Khan Yousafzai,Love you mulana sahab
Khalid Mahmood,lybia sey jo breef case tom laye thaye woh halal theye
Alamzeb Khan,Ma behno ko emran khan ke darne me nachwane walo awar darne me gobare jama karne walo me sharam kedar he lanat is ke safutaro far bi
Farman Behlola,Mafia
Alfarabi Haqqani Afridi,Maghrbi dunya k lie qahar.Fazlurrahman
Fazli Wahid Fazli Wahid,Maolana is great leader
Touseef Khan,Mara da parchy na che sok khabare ky aga saray we
Raj Mgi,Mariym مریم کے بابا چور ھے ابھی واپس مرضی سے جیل
Tabassum Parween,Maryum bi bi dead line Pai dead line daitay jaaiya
Salim Mayari,Masha Allah
Hafeez Khan,Masha allah
Hakim Ali,Masha..allah dubai..sy
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Hakim Ali,Masha..allah dubai..sy j.u.i
Abdullah Khan,Mashaallah molana sib
Umar Gee,mashalla
Arif Bajwa,Mashallah
Kareem Khan,Mashallah
Ajmal Mumtaz,Mashallah
Asmat Ullah,mashallah
Baitullah Khan,Mashallah
Baitullah Khan,Mashallah
Baitullah Khan,Mashallah
Baitullah Khan,Mashallah
Baitullah Khan,Mashallah
Muhammad Ejaz,Mashallah molana zindabad Allah de kamyab lara.
Muhib Ullah,Mashallah moulana salant rhoo
Mufti Sab,Mashullah great lidr
Fayaz Ahmad,Maulana saib zindabad
Azeez Ahmd Husiani,Maulana zabardast
Faizmk Faizmk,Mehrabani wak da makhluq  lag paqalara pareda
Musharaf Hussain,Mera Tu Hi Chor Hai Pakistan ki sehat Ka Rishta Hai Sabse Bada Samundar Hai Jiska
Sufi Abdul Karim Ali,Mir jafir
Sufi Abdul Karim Ali,Mir jafir ki olad
Rafiq Chaudhry,Mistook slave mentality as Brave Turkish brothers
Chotu NaIn,Mix achar party
Mian Sadam Mian Sadam,Mohafte s/b yhy ilfaz tomary sahat zihb nahi karty aghar khse nhy mahsla pohca hy toho usko is tahra  jawahb nahe dihaty toham masha Allah halim ho tohra sohchy
Akbar Ali,Mola jood bolta y
Kamran Haqqani,Molana great
Rana Amir Rana Amer,Molana kis kamo me pary ho kabe koie achy kam b kar lo
Siraj Ahmed,Molana Sab Gareet
Khalid Mahmood,molana sultan golden banney ka muzahira kerein gey.
Hasham Khan,Molana tire jurat ko salam
Ch Taimoor,Molana tm pr
انور انور,molana zinda bad
Nomii NawAb,Molana zindabad
Usman Baloch,Molana zindabad
Akhtar Afridi,Molana zindabad
Kareem Khan,Molna sab zandbad
Kareem Khan,Molna sab zandbad
Tahir Abbas Chohan,Molvi bs krdy
Ahsan Chaudhary,Molvi pagil ho gay ha
Qayyum Khan,Monafiqa.Allah de.tahba.ao.barbad ka.begharata
Muhib Ullah,Moulana  zindabad
Essam Khan,Moulana is no 1 Opposition  leader
Tabassum Parween,Moulana saahub agla saiy bhi agla laah a amul bataatay raho Yoon paanch saal pooray ho hi jaaain gay
Tabassum Parween,Moulana saahub paraishan hain in ka Jo ahtehsaab ho Raha hai ab bachain gai nahi moulaana saahub
Faizan Ullah Faizan,Moulana the great
Mir Muhammad Khan,Mujay Nawaz leak aur PPP per bohot Raham ata hai.jo banda khud ek seat na jeet sake.dono party uskey side hat band kar share hu han.
Harris Vohra,Mulana gando  ...shakal pr he phetkaar hai
Aamir Habib,Mulana Sahb qadam baraho ham tumharay sath hy
Raham Gul,Mulana sb qabile ahatiram hy
Abid Waheed Khattak,Mulana taba da
Fiyaz Bloch,Mulana ziddabd maryam nawaz ziddabd
Jamshed Abbasi,Mulla dezal ko seat day do koi nahi to yea iss mulk ko kha jay ga
Syed Asad Kazmi,Mulla diesel go.
Syed Asad Kazmi,Mulla diesel halwa.
Syed Asad Kazmi,Mulla nascgiya.
Syed Asad Kazmi,Mullah good dance with maryam.
Rizwan Ahsan,Mulna znda bd
Arhan Riyaz Rather,munafik shitan gadar
Muhammad Irfan Muhammad Itfan,Munafiq diesal
Mohammed Asif Butt,Munafiq diesel
Ch Wasim,Munafiq loog lanti
Fazal Khan,Munafiqeeno ka tola
سربکف سربلند دیوبنددیوبند,Muolana saib zindabad
Hashim Ali Khann,Must be arrest ...new train chale plz
Arif Baloch,N r o
Mohammad Mehboob Ayan Ali,"Na Guftagu,  Na muzakraat  Say Jaiga"
Nabeel Rabnawaz,Nations ap k sath nahi hai
Edris Khan,Nazi
Toqeer Khan,Niazi Fasadi
Syed Asad Kazmi,Niazy respetable tribe.
Ubaid Khan,Nic
Ghani Ullah,nice
Malik Irfan,Nice g
Siraj Ahmed,Nice Gareet lideran
Munawar Khan,Nice to say  maulana
Yaseen Sadiq,Niiazi pr lant
Kareem Khan,Niyzi kotta chor
Umar Khan,No
Muhammad Hasnat,O lota 4 karor ki lasi pna wali mashen dezal
Syed Asad Kazmi,Pak army pdm ki gánd lal karegy.
Syedqumar Abbas,Pak army zandabad
Syed Asad Kazmi,Pak army zindabad
Syed Asad Kazmi,Pak army zindabad
Zubair Ahmad,"Pakistan k tamam haramkhor is munafiq ki leadership main, dushmano ka pysa istamal kar k mulk main inteshar phailana chahtty ha"
Sufi Abdul Karim Ali,Pakistan ka haram Khoor nasil
Sufi Abdul Karim Ali,Pakistan ka mir jafir
Sufi Abdul Karim Ali,Pakistan ka mir jafir haram Khoor nasil
Niaz Khan,Pakistan ka sub say bara Munafiq aur Ghadar Desil ka jab say haraam band howa hai es kanjar ko doray phar rahay hain Aur moun py Allah ki Lanat bars rahi hai
A Hameed,Pakistan ka wahid leader Imran khan
Fahad Ali,Pashto mein baat karke Pathan ka naam kharab Karta Hai yah diesel Farhan diesel diesel diesel
Syed Asad Kazmi,Pdm choor tola.
Atta Ullah Khan Changezi,Pdm folp hoppcrec anti Pakistan and Pak army.
Fazal Ghaffar,PDM is absolutely flop.Pakistan ka sathiya naas kia hai aap jaisay choro nay.shame
Sheraz Ahmad Mughal,PDM rejected....
Kaleem Ullah,Pdm zinda bad
Jafar Attari Jafar,Pesy Ka Yaar molvi
Kaleem Ullah,Pml zinda bad
Sheraz Waheed Sheikh,PMLN PPP کا مذہبی لاوڈ سپیکر
Anwar Ali,Polana pagall ho geya je.
Syed Asad Kazmi,Ppp pdm se out
Amir Muaviya Bin Sufian,Prime Minister Imran Khan is the integrity and face of Pakistan
Qaisar Warraich,Pti zinda baf
A Hameed,Pti zindabad
Abbas Khan,Pti zindabad
Aamir Habib,Qaide Sahb zinda bad
Zakir Rahman,Qayed zindabad
Muhib Khan,Right
Shaukat Irfan,Ro Diesel Ro
Farid Khan,Ro ro pdm ro
Nasir Khan,Rooty rho mixx achaaar waaaaalo
Hafiz Noor,Sacaaaah
Hafiz Noor,Sach
Mehtab Tailor,Sala Imran khan da
Tariq Walayat,Salaam
Ayan Ahmad,salute molana
Syed Asad Kazmi,Sexy mulla go diesel go.
A Hameed,Shaitani Azam Diesel Fuzla
Usman Akram,Shakaly dekho in ki
Syed Asad Kazmi,Shame less leader.mullah.
Syed Asad Kazmi,Shame on diesel for kashmir remarks.
Syed Asad Kazmi,Shame on diesel with larky lanty.
Zahoor Ilahi,Shame on u
Syed Asad Kazmi,Shame sexy mullah
Bashir Kyani,Shatan ka kay cam ha
Mumtaz Khan,Shetan
Jamshed Jamshed,Shetan mula
Shazeb Jan,Shukar ha hamara rozegar ha wa jawo jese ka rozegar harab ha molana ke tara
Mohammed Hamid,"So PTI has filed all paperwork to Supreme Court. Why have u, noon league and PPP not done the same. Stop misleading pakistan....shame on u fazl for lying..."
Hafiz Noor,Sochny ki bat
Dawood Ahmed,Sub ka ho ga
Nasir Khan,Taso de ALLAH TBAAAH KR EERY Y
Tahir Ismail Bhatti,teri ami us din jaldi so jati mulak ka bhala ho jana tha makar insan
Hakim Sandhu,Tmy hakomat ni mily gi ab maolana
Faisal Khan,Tri BHan ko yada niazi chuto
Aziz Khan Pti,Tu kisa maulana her mahram awarat ke saat kanda melake kare ho ..islam me ye jaiz hai ????
Zaman Khan,Tum apna churi chufani k liey jarey
Akbar S. Uet,V good
Hámééd Kháń,Very good
